Id,Predição
3660,0
404,0
7784,0
3734,0
2695,0
4637,0
2427,0
4198,0
5524,0
2530,0
7403,0
899,0
342,0
4321,0
2432,0
4893,0
3630,0
6363,0
6970,0
6697,0
5901,0
6425,0
6578,0
3745,0
7571,0
7757,0
354,0
4791,0
2191,0
5403,0
5151,0
7761,0
4711,0
1463,0
7069,0
2983,0
5554,0
1669,0
4508,0
2373,0
645,0
5092,0
3832,0
2327,0
7001,0
5817,0
3912,0
126,0
4709,0
223,0
7402,0
5923,0
3271,0
3611,0
5736,0
3780,0
7103,0
3860,1
5360,0
6517,0
7258,0
2548,0
192,0
6510,0
4252,0
7106,0
185,0
437,0
932,0
4933,0
6566,0
7454,0
1196,0
4402,1
1956,0
3972,0
4323,0
1502,0
3986,0
7090,0
6098,0
4840,0
6968,0
3103,0
380,0
5787,0
3939,0
3335,0
4685,0
1878,0
995,0
4909,0
5377,1
4681,0
290,0
7239,0
4325,0
2969,0
7249,0
1310,0
5562,0
341,0
577,0
7191,0
4486,0
3521,0
1567,0
3413,0
2510,0
6321,0
2513,0
5433,0
3919,0
6461,0
6049,0
5890,0
4693,0
3134,0
5700,0
4469,0
7631,0
5803,0
7922,0
430,0
7796,0
5005,0
2921,0
6635,0
7124,0
2798,0
6207,0
6032,0
2045,0
2272,0
1346,0
4609,0
1207,0
2056,0
7077,0
7040,0
59,0
4698,0
6377,0
7369,0
6002,0
3992,0
7623,0
4757,0
3068,0
815,0
5248,0
7679,0
2273,0
1359,0
3338,0
3574,0
5630,0
3300,0
3982,0
5345,0
5756,0
2476,0
7791,0
3853,0
2136,0
1392,0
6679,0
6443,0
4243,0
3595,0
3614,0
6797,0
776,0
5761,0
1666,0
1804,0
2411,0
3265,0
2872,0
1568,0
5984,0
4884,0
4499,0
6615,0
6130,0
6121,0
5964,0
527,0
1590,0
71,0
4334,0
4902,0
6309,0
233,0
243,0
17,0
7690,0
446,0
6982,0
1217,0
568,0
4267,0
7698,0
1057,0
4191,0
3352,0
3106,0
1164,0
3203,0
1684,0
3251,0
5922,0
2275,0
7498,0
1318,0
2576,0
6659,0
2614,0
4119,0
1,0
2902,0
1431,1
3324,0
4679,0
3669,0
6278,0
4117,0
1980,0
2423,0
3768,0
7245,0
3683,0
2652,0
7940,0
6216,0
2494,0
7937,0
6486,0
1978,0
3548,0
6514,0
7139,0
5335,0
918,0
7228,0
5415,0
4265,0
4285,0
4211,0
1693,0
3752,0
2343,0
2435,0
2163,0
3293,0
7037,0
2357,0
5460,0
5301,0
4408,0
5978,0
5999,0
2907,0
7539,0
2299,0
186,0
7295,0
3732,0
6436,0
7151,0
249,0
1074,0
1122,0
4068,0
4246,0
6020,0
274,0
5808,0
7276,0
2932,0
1829,0
3799,0
5979,0
6969,0
1325,0
459,0
2438,0
5186,0
3200,0
140,0
2113,0
4669,0
6692,0
4767,0
3198,0
6963,0
1915,0
7939,0
5800,0
4007,0
1530,0
9,0
5935,0
7619,0
3120,0
5813,0
1086,0
148,0
6538,0
2334,0
2302,0
1514,0
6960,0
900,0
1403,0
3964,1
1823,0
4807,0
3098,0
1140,0
1058,0
36,0
2324,0
2255,0
7645,0
1703,0
5543,0
2363,0
7362,0
6993,0
597,0
3728,0
5016,0
1118,0
3169,0
1365,0
5771,0
6329,0
181,0
7167,0
5366,0
3231,0
3476,0
5626,0
416,0
2048,0
6816,0
3,0
2730,0
3137,0
2055,0
923,0
7240,0
7372,0
6644,0
7919,0
6046,0
5585,0
4861,0
1007,0
4993,0
7308,0
5088,0
2859,0
6876,0
7357,0
5164,0
3364,0
1877,0
3082,0
2619,0
3790,0
4604,0
3385,0
1110,0
4653,0
1954,0
6946,0
6153,0
6776,0
1905,0
73,0
7315,0
976,0
7775,0
4590,0
1556,0
7048,0
5720,0
1929,0
142,0
7892,0
3656,0
2171,0
3624,0
6985,0
4127,0
3934,0
5041,0
1589,0
2754,0
333,0
160,0
7154,0
649,0
6198,0
994,0
1697,0
760,0
4136,0
1099,0
1933,0
3552,0
4377,0
5522,0
7983,0
4825,0
3850,0
165,0
6016,0
1100,0
2807,0
7712,0
3831,0
3590,0
4416,0
5127,0
2036,0
266,0
2965,0
840,0
6260,0
7267,0
2014,0
1904,0
435,0
6626,0
4170,0
451,0
5431,0
1870,0
3896,0
1076,0
2426,0
736,0
6302,0
2621,0
3439,0
3206,0
3965,0
7441,0
4600,0
58,0
1719,0
4870,0
630,0
7288,0
5428,0
2193,0
2791,0
3848,0
6627,0
3160,0
1291,0
593,0
2655,0
1928,0
4404,0
3277,0
4233,0
5426,0
7035,0
4355,0
2442,0
3030,0
1947,0
6196,0
6162,0
1677,0
371,0
7933,0
3955,0
6965,0
1909,0
5734,0
3744,0
2685,0
4135,0
3785,0
7044,0
7170,0
837,0
7150,0
5484,0
6080,0
6917,0
5309,0
471,0
2784,0
6903,0
920,0
952,0
5084,0
4,0
502,0
5494,0
7324,0
3554,0
1054,0
3165,0
6015,0
7313,0
1498,0
3343,0
6986,0
3171,0
3645,0
726,0
373,0
5856,0
1040,0
5724,0
5758,0
7552,0
2259,0
7164,0
605,0
1432,0
7073,0
3891,0
3438,0
2345,0
6034,0
6310,0
3422,0
846,0
4124,0
608,0
2367,0
6699,0
5323,0
6954,0
7365,0
5356,0
5578,0
3495,0
2688,0
1477,0
2961,0
2757,0
7726,0
4438,0
6546,0
4359,0
4443,0
3906,0
5477,0
7689,0
2338,0
2715,0
4047,0
7396,0
5995,0
1106,0
7832,0
3618,0
5872,0
6351,0
5499,0
556,0
3041,0
4648,0
1226,0
4134,0
4382,0
4062,0
4496,0
3663,0
1053,0
5906,0
1494,0
3249,0
6547,0
152,0
7209,0
4415,0
4133,0
6958,0
4506,0
1020,0
5129,0
1528,0
2079,0
6929,0
7114,0
3453,0
4828,0
7889,0
4842,0
5302,0
7900,0
2150,0
3664,0
5623,0
2369,0
3835,0
2217,0
3289,0
5083,0
7100,0
4226,0
6163,0
5538,0
3217,0
2725,0
5235,0
4489,0
1836,0
1837,0
2293,0
5941,0
7837,0
3820,0
5862,0
7130,0
3686,0
3341,0
4129,0
6114,0
4682,0
2064,0
4686,0
6247,0
674,0
7776,0
6807,0
5172,0
2375,0
6826,0
1470,0
5424,0
2940,0
2665,0
4651,0
2597,0
1712,0
853,0
4741,0
1044,0
4098,0
982,0
1622,0
1075,0
4738,0
4986,0
1271,0
5943,0
2875,0
628,0
7652,0
6059,0
178,0
881,0
1135,0
5359,0
4795,0
3011,0
5741,0
5926,0
4113,0
7282,0
2232,0
7039,0
7715,0
3717,0
3393,0
5812,0
6313,0
4058,0
6765,0
314,0
2774,0
2207,0
3510,0
6376,0
5287,0
6411,0
5710,0
2660,0
6379,0
3586,0
6261,0
6330,0
5073,0
7629,0
1333,0
4320,0
3997,0
6979,0
3884,0
732,0
1951,0
2625,0
5181,0
4814,0
3696,0
4621,0
1340,0
3153,0
6716,0
4661,0
2256,0
5869,0
5751,0
2318,0
5285,0
7601,0
5002,0
4851,0
359,0
2271,0
1868,0
7774,0
2766,0
6848,0
158,0
3450,0
7665,0
1454,0
1245,0
5197,0
2158,0
3764,0
2276,0
3075,0
2102,0
3480,0
5895,0
5053,0
3375,0
360,0
2929,0
7128,0
2265,0
4367,0
5143,0
3405,0
7628,0
3135,0
7793,0
531,0
6511,0
4518,0
528,0
7042,0
4781,0
1417,0
7329,0
1994,0
1671,0
7390,0
629,0
4023,0
5033,0
1404,0
1751,0
3051,0
3812,0
5911,0
7233,0
895,0
7157,0
3372,0
1539,0
6834,0
4069,0
5920,0
3406,0
7224,0
474,0
5171,0
1289,0
6232,0
4568,0
1451,0
684,0
216,0
6736,0
5438,0
5124,0
2496,0
5373,0
5841,0
6687,0
6560,0
6394,0
4557,0
2672,0
5940,0
3606,0
4869,0
2002,0
6794,0
6233,0
6869,0
7905,0
6470,0
7720,0
5860,0
7008,0
7129,0
5090,0
3911,0
1500,0
541,0
3018,0
1806,0
3268,0
1799,0
3784,0
5054,0
1028,0
3541,0
1061,0
1439,0
2529,0
1936,0
2059,0
5919,0
2464,0
1661,0
3225,0
4390,0
2855,0
4364,0
347,0
41,0
3607,0
6341,0
2241,0
764,0
3514,0
85,0
5327,0
499,0
2770,0
3161,0
4300,0
4230,0
1136,0
2550,0
7575,0
4166,0
618,0
511,0
1561,0
6922,0
5106,0
2881,0
321,0
4578,0
2339,0
3123,0
585,0
7056,0
6077,0
3499,0
3074,0
5621,0
7752,0
3099,0
1673,0
953,0
6280,0
1121,0
7573,0
6254,0
7172,0
5715,0
664,0
348,0
650,0
5224,0
1428,0
389,0
5597,0
6642,0
4039,0
7668,0
6874,0
2755,0
7199,0
5786,0
5930,0
2500,0
2790,0
2701,0
5384,0
1563,0
6479,0
2066,0
5863,0
1939,0
7519,0
4866,0
5458,0
6809,0
7706,0
1600,0
6770,0
7262,0
5518,0
4745,0
4731,0
4728,0
5459,0
5721,0
1233,0
3915,0
4418,0
6829,0
3392,0
4516,0
4519,0
5144,0
5116,0
2043,0
4601,0
5737,0
4913,0
6469,0
3804,0
2179,0
1147,0
240,0
7581,0
5240,0
3826,0
1700,0
4551,0
5062,0
7762,0
104,0
2700,0
7846,0
6475,0
7847,0
4374,0
4306,0
6093,0
7643,0
4565,0
1816,0
263,0
4536,0
5581,0
5881,0
6465,0
820,0
699,0
6781,0
1132,0
1332,0
7908,0
7246,0
6994,0
693,0
1750,0
1039,0
5682,0
1770,0
5498,0
2864,0
4773,0
1436,0
961,0
4652,0
3529,0
1373,0
4964,0
6605,0
7894,0
5475,0
7545,0
4680,0
6307,0
1069,0
2554,0
5599,0
7275,0
6541,0
3582,0
5956,0
3833,0
1520,0
1955,0
3175,0
6001,0
3810,0
2346,0
1190,0
353,0
6266,0
5,0
5929,0
453,0
548,0
651,0
4474,0
5060,0
1004,0
733,0
1278,0
5147,0
591,0
2085,0
7803,0
7336,0
5697,0
5461,0
2577,0
2451,0
2799,0
2664,0
7434,0
1229,0
2786,0
6784,0
985,0
2982,0
4284,0
7759,0
2916,0
611,0
6952,0
3118,0
2201,0
5541,0
5507,0
5892,0
4319,0
5490,0
744,0
7627,0
3189,0
5961,0
6668,0
3127,0
2868,0
4276,0
642,0
3327,0
3679,0
4724,0
1080,0
1593,0
129,0
5567,0
5253,0
5899,0
2522,0
775,0
7137,0
7713,0
2762,0
1860,0
7969,0
2081,0
3356,0
4800,0
3126,0
7229,0
5775,0
3152,0
1097,0
3718,0
1997,0
1840,0
2351,0
2974,0
3482,0
7488,0
2243,0
3313,0
2922,0
5245,0
1683,0
1930,0
3685,0
4448,0
959,0
707,0
1714,0
3072,0
7009,0
6790,0
7577,0
5006,0
7307,0
4965,0
6099,0
3706,0
3238,0
7397,0
2242,0
4608,0
7852,0
4076,0
1221,0
5632,0
7676,0
6611,0
4398,0
4175,0
3007,0
6520,0
5137,0
2898,0
3711,0
7928,0
1871,0
829,0
3825,0
4801,0
795,0
3418,0
4991,0
1753,0
7387,0
2117,0
3979,0
5990,0
1639,0
5435,0
1965,0
2124,0
6155,0
7740,0
6681,0
2717,0
5165,0
10,0
173,0
4717,0
6523,0
1552,0
942,0
6854,0
2857,0
769,0
6734,0
5346,0
1967,0
7204,1
5220,0
6715,0
7880,0
4815,0
1650,0
5420,0
1427,0
7877,0
3412,0
6540,0
4896,0
5260,0
3458,0
1441,0
3538,0
1512,0
7215,0
7895,0
3384,0
268,0
2514,0
1783,0
7975,0
6890,0
7451,0
6025,1
3754,0
4663,0
1276,0
6851,0
3494,0
2588,0
5344,0
4730,0
7311,0
1894,1
6338,0
7435,0
3105,0
5082,0
1031,0
5975,0
1828,0
3712,0
7068,0
1962,0
682,0
2114,0
253,0
254,0
1775,0
3569,0
6831,0
4953,0
6494,0
3224,0
1065,0
6217,0
2613,0
955,0
3242,0
1495,0
2704,0
7630,0
3119,0
28,0
2314,0
3004,0
2962,0
2581,0
5293,0
2101,0
5273,0
6069,0
7238,0
2368,0
7286,0
6381,0
6621,0
6315,0
583,0
4854,0
6305,0
3515,0
4917,0
2376,0
6183,0
4482,0
4442,0
7766,0
82,0
6088,0
7729,0
7339,0
5347,0
7968,0
3451,0
227,0
4078,0
1755,0
6293,0
494,0
7181,0
4210,0
7693,0
6316,0
7593,0
7635,0
3259,1
2096,0
1030,0
3887,0
4967,0
4534,0
6756,0
7982,0
5272,0
1583,0
3478,0
2967,0
2991,0
7440,0
5400,0
6892,0
717,0
4073,0
6372,0
1013,0
2348,0
5886,0
3540,0
7579,0
391,0
1591,0
671,0
4329,0
322,0
2931,0
1037,0
5057,0
3386,0
2842,0
5120,0
2504,0
4248,0
2022,0
2942,0
6932,0
4206,0
2337,0
2278,0
6534,0
5753,0
826,0
4450,0
6860,0
6483,0
594,0
3122,0
6806,0
7918,0
1652,0
3550,0
4662,0
7447,0
3800,0
984,0
865,0
3486,0
6935,0
1756,0
4095,0
1893,0
1749,0
6354,0
4751,0
4279,0
1315,0
3090,0
5719,0
7513,0
7687,0
2928,0
7954,0
7964,0
5326,0
2310,0
7882,0
2709,0
2072,0
2165,0
7913,0
4157,0
2335,0
2325,0
1231,0
317,0
7394,0
2107,0
4538,0
6847,0
6105,0
778,0
3880,0
2772,0
5413,0
7926,0
312,0
5258,0
3894,0
6657,0
6525,0
5853,0
2840,0
5267,0
2460,0
3677,0
5824,0
2676,0
7828,0
4657,0
6711,0
5010,0
5387,0
7985,0
5296,0
2904,0
3694,0
1079,0
1884,0
2556,0
7989,0
770,0
4088,0
5365,0
5085,0
4477,0
3779,0
7303,0
2228,0
7141,1
1345,0
1322,0
6459,0
2311,0
2099,0
6210,0
7475,0
4512,0
5076,0
5168,0
3902,0
3366,0
2317,0
5827,0
6740,0
4363,0
2720,0
2925,0
3989,0
2420,0
2409,0
7953,0
4928,0
3522,0
2254,0
7221,0
5575,0
2250,0
1587,0
288,0
67,0
7971,0
7931,0
3469,0
6720,0
1810,0
6200,0
894,0
5711,0
7695,0
6656,0
2231,0
7731,0
7304,0
6245,0
377,0
1471,0
2010,0
2013,0
3389,0
4607,0
6698,0
5145,0
6938,0
6630,0
4084,0
2545,0
6053,0
7156,0
780,0
6346,0
5421,0
115,0
540,0
3475,0
680,0
2654,0
2609,0
7815,0
2661,0
6727,0
1592,0
2692,0
5442,0
5276,0
2836,0
1464,0
2501,0
7319,0
2261,0
7836,0
3976,0
6349,0
6537,0
5176,0
6472,0
7163,0
4936,0
2994,0
4307,0
941,0
2356,0
454,0
4065,0
3088,0
4222,0
7564,0
5447,0
6498,0
1800,0
621,0
1230,0
5195,0
1243,1
910,0
1456,0
7298,0
3846,0
2329,0
581,0
6746,0
3269,0
5419,0
3182,0
462,0
2995,0
7002,0
5695,0
4275,0
7549,0
5080,0
919,0
4026,0
1250,0
2185,0
2384,0
4723,0
117,0
5698,0
2923,0
7495,0
3700,0
2986,0
1199,0
5877,0
4778,0
50,0
2182,0
466,0
4031,0
308,0
6636,0
5997,0
4128,0
4747,0
2404,0
2370,0
5536,0
7099,0
5032,0
619,0
980,0
1389,0
991,0
5838,0
4271,0
752,0
709,0
4845,0
6671,0
7225,0
3147,0
2260,0
4313,0
5561,0
3448,0
6474,0
7708,0
4632,0
5188,0
3977,0
4253,0
4683,0
3421,0
3751,0
5973,0
7486,0
6750,0
5078,0
1130,0
1445,0
4603,0
5918,0
1866,0
6018,0
449,0
1550,0
421,0
4171,0
1011,0
2007,0
2092,0
5731,0
4857,0
1455,0
5506,0
3579,0
2065,0
1651,0
925,0
5465,0
4579,0
1875,0
5768,0
481,0
5042,0
7570,0
5982,0
7107,0
6602,0
763,0
209,0
3303,0
4702,0
6492,0
1482,0
485,0
2295,0
7337,0
285,0
2061,0
6610,0
6631,0
7842,0
4429,0
2861,0
3157,0
7841,0
5601,0
5830,0
4297,0
6702,0
7476,0
891,0
7503,0
4086,0
3547,0
1598,0
182,0
5068,0
6482,0
1363,0
4949,0
1507,0
2364,0
7642,0
879,0
7055,0
4973,0
5288,0
1796,0
5086,0
3270,0
1181,0
3084,0
334,0
448,0
688,0
5025,0
4006,0
5221,0
4720,0
143,0
5256,0
385,0
4060,0
4268,0
2047,0
1646,0
5993,0
5655,0
2497,0
172,0
3738,0
162,0
6772,0
7883,0
6320,0
2830,0
835,0
7746,0
2650,0
4529,0
828,0
5989,0
2509,0
6421,0
4050,0
1736,0
3506,0
1370,0
2333,0
5113,0
6909,0
7392,0
554,0
431,0
2446,0
4521,0
1988,0
1501,0
2267,0
6504,0
1809,0
7214,0
2820,0
3380,0
7890,0
6991,0
6584,0
3910,0
6453,0
3248,0
564,0
1459,0
1538,0
7861,0
5203,0
6639,0
5525,0
1202,0
5802,0
99,0
1093,0
3178,0
3928,0
3927,0
3125,0
318,0
283,0
6509,0
1327,0
7290,0
3059,0
5204,0
7424,0
3613,0
6224,0
6264,0
1959,0
298,0
4366,0
4692,0
4596,0
842,0
4666,0
5411,0
1886,0
7873,0
1335,0
3463,0
1485,0
394,0
5545,0
7578,0
3877,0
1115,0
3844,0
2507,0
5612,0
5081,0
1113,0
6607,0
5636,0
3315,0
7806,0
6923,0
7120,0
3980,0
7422,0
4756,0
3044,0
3731,0
4079,0
2008,0
242,0
1095,0
3824,0
3250,0
2005,0
255,0
4916,0
7961,0
4473,0
1950,0
2173,0
1168,0
4641,0
3782,0
2,0
7616,0
2697,0
3260,0
1063,0
45,0
6577,0
1854,0
868,0
4046,0
6347,0
2116,0
2854,0
1169,0
3534,0
3985,0
5858,0
4966,0
1059,0
3969,0
5445,0
305,1
3933,0
5291,0
1527,0
6971,0
7874,0
7479,0
1768,0
4526,0
6975,0
6178,0
4463,0
1019,0
1483,0
6481,0
6041,0
479,0
2075,0
4732,0
551,0
7878,0
4357,0
1089,0
3333,0
441,0
7542,0
3735,0
6769,0
3323,0
6291,0
2450,0
5050,0
725,0
1127,0
60,0
1219,0
1437,0
6366,0
6773,0
943,1
39,0
7468,0
1052,0
2178,0
2449,0
5229,0
6653,0
956,0
3870,0
409,0
4935,0
875,0
4487,0
4261,0
4159,0
5638,0
3674,0
6606,0
6184,0
2196,0
6759,0
3839,0
5001,0
7622,0
7186,0
5135,0
7654,0
29,0
1595,0
5968,0
743,0
1812,0
1613,0
7216,0
3856,0
1644,0
2459,0
7351,0
108,0
4670,0
4216,0
5037,0
7413,0
1101,0
1324,0
6502,0
4360,0
4528,0
3519,0
3610,0
4030,0
1744,0
3923,0
1158,0
128,0
4867,0
7658,0
3681,0
3124,0
7727,0
3291,0
7830,0
7108,0
1331,0
442,0
3500,0
5910,0
7183,0
6272,0
6011,0
2737,0
2126,0
5350,0
3640,0
1474,0
6205,0
6325,0
5009,0
4818,0
2461,0
3035,0
1466,0
2890,0
2567,0
6503,0
6451,0
5440,0
1293,0
2469,0
2727,0
3243,0
4610,0
855,0
3943,0
2418,0
7781,0
6596,0
4576,0
3545,0
6286,0
5780,0
1021,0
6156,0
1525,0
2911,0
5991,0
1094,0
273,0
5946,0
4560,0
1082,0
2714,0
2683,0
6386,0
214,0
6655,0
3567,0
5976,0
3573,0
7948,0
1224,0
4199,0
6496,0
2996,0
5471,0
5138,0
830,0
934,0
2413,0
5628,0
7174,0
4832,0
3111,0
7765,0
3508,0
4954,1
4183,0
7274,0
4431,0
3652,0
1979,0
4352,0
660,0
5072,0
7158,0
5967,0
2222,0
3052,0
131,0
3918,0
4853,0
1883,0
6553,0
5246,0
1347,0
7477,0
5059,0
4883,0
758,0
713,0
2694,0
2860,0
2378,0
3591,0
5013,0
6820,0
6762,0
4192,0
1759,0
4131,0
4789,0
602,0
2731,0
5279,0
6284,0
4042,0
954,0
7000,0
2812,0
3353,0
1098,0
3340,0
4655,0
4688,0
4239,0
1922,0
4763,0
6637,0
7599,0
2405,0
808,0
5934,0
7272,0
2352,0
3362,0
4539,0
7851,0
3959,0
1137,0
2058,0
1139,0
7962,0
3428,0
1923,0
3816,0
226,0
7932,0
5743,0
3577,0
7058,0
5382,0
2483,0
6295,0
6582,0
2524,0
3485,0
6259,0
5668,0
497,0
1490,0
13,0
2129,0
4497,0
5752,0
361,0
2823,0
5280,0
3801,0
5174,0
414,0
1227,0
4592,0
6287,0
5364,0
215,0
7192,0
5516,0
4077,0
3462,0
4002,0
2719,0
3376,0
7050,0
4282,0
821,0
6758,0
1174,0
5663,0
3589,0
1386,0
701,0
5820,0
5495,0
7162,0
3208,0
2897,0
4238,0
803,0
6350,0
3483,0
7314,0
7399,0
139,0
383,0
4782,0
6357,0
3192,0
7456,0
3174,0
3092,0
3631,0
5611,0
3378,0
57,0
951,0
3056,0
3621,0
2515,0
606,0
7864,0
2297,0
444,0
3983,0
663,0
2768,0
6007,0
1434,0
2958,0
7382,0
3328,1
1465,0
2765,0
6384,0
889,0
6452,0
2841,0
5814,0
5690,0
4918,0
7294,0
607,0
7910,0
2012,0
3941,0
3318,0
922,0
1145,0
4080,0
3665,0
6019,0
6576,0
7210,0
5952,0
1925,0
5834,0
1835,0
6666,0
7135,0
171,0
6464,0
7550,0
7822,0
4169,0
6403,0
4251,0
6107,0
3580,0
3967,0
4249,0
2468,0
903,0
3094,0
4283,0
864,0
518,0
5852,0
4553,0
5631,0
1803,0
3185,0
